Palabra	(Archivo, Cantidad)
1855–1911	(1,1) 
1855–1931	(1,1) 
1856–1864	(5,1) 
1857	(2,1) (1,5) 
1857%	(2,1) 
1858	(2,3) (4,1) (1,3) 
1858–1861	(1,1) 
1859	(1,2) (0,1) 
1859–1863	(5,1) 
186	(9,1) 
186%	(2,1) (5,1) 
1860	(0,1) (2,1) (1,3) 
1860s	(7,1) (1,2) (2,3) 
1860–1861	(1,1) 
1860–1960	(2,1) 
1861	(2,3) (1,7) (7,1) (0,2) 
1862	(0,1) (2,1) 
1862–1877	(2,1) 
1863	(5,1) (1,5) 
1863–1867	(1,1) 
1864	(0,1) (2,3) 
18645	(2,1) 
1864while	(2,1) 
1864–1953	(5,1) 
1864–71	(1,1) 
1865	(0,1) (1,4) (9,1) 
1865–1871	(1,1) 
1866	(1,1) (4,2) 
1866–1869	(2,1) 
1866–1914	(1,1) 
1867	(1,3) (4,10) (2,1) 
1867–1868	(2,1) 
1868	(2,5) (9,2) (1,1) 
1868–1874	(9,1) 
1868–72	(1,1) 
186m	(2,1) 
187	(1,1) 
187%	(2,1) 
1870	(1,1) (0,2) (9,1) (4,1) (5,1) 
18701	(1,1) 
1870s	(2,2) 
1870the	(6,1) 
1870–1930	(2,1) 
1871	(1,7) (4,3) (2,1) 
1871in	(1,1) 
1871–1898	(1,1) 
1871–1915	(2,1) 
1871–1917	(1,1) 
1872	(1,4) (3,1) 
187200	(1,1) 
1873	(4,1) 
1874	(9,1) 
1875	(2,2) (1,3) 
1875–1910	(1,1) 
1875–1931	(9,1) 
1876	(1,1) 
1876–1879	(2,1) 
1876–1911	(1,1) 
1877	(1,2) (2,1) 
1877–1878	(7,1) 
1877–78	(3,1) 
1878	(0,1) (2,1) 
1878argentina	(0,1) 
1879	(1,3) (9,1) (2,2) 
1879–1884	(2,1) (1,1) 
1879–80	(2,1) 
1879–83	(1,1) (6,3) 
188	(5,1) (1,1) 
1880	(1,3) (6,1) (0,1) (3,1) 
1880s	(6,1) (1,2) (2,1) 
1881	(6,1) (2,2) (7,1) 
1881st	(2,1) 
1881–1894	(7,1) 
1882	(2,1) 
1882metropolitan	(1,1) 
1883	(1,3) 
1884	(1,1) (0,1) (2,3) 
1885	(1,1) (4,1) (2,2) 
1885the	(2,1) 
1886	(1,6) (2,2) 
1886to	(1,1) 
1886–90	(1,1) 
1887	(5,1) 
1888	(6,1) (3,2) (2,2) (9,2) 
1888–1935	(2,1) 
1889	(3,2) (1,1) 
189	(1,1) 
1890	(7,1) (2,2) (1,2) 
189000	(2,1) 
1890most	(2,1) 
1890s	(1,2) (2,1) 
1890sin	(2,1) 
1891	(6,1) (2,1) 
1891the	(4,1) 
1892	(1,6) (2,6) 
1892in	(2,1) 
1893	(2,2) (4,1) (1,1) 
1894	(3,1) 
1894–1895	(2,1) 
1894–1917	(7,1) 
1895	(1,4) (5,3) (2,5) (0,1) (9,2) 
1895–1979	(1,1) 
1896	(2,5) (1,3) (9,2) (4,1) (0,2) 
1897	(1,2) (2,4) 
1898	(1,13) (5,1) (2,4) (9,1) (4,1) 
1898from	(1,1) 
1898–1920	(1,1) 
1899	(1,4) (5,3) (2,1) 
18999	(3,1) 
1899–1901	(2,1) 
1899–1902	(4,1) (3,1) (1,1) 
1899–1959	(1,1) 
1899–1978	(1,1) 
18th	(1,18) (7,2) (2,20) (6,1) (4,3) (0,1) (9,5) (5,2) 
18th-century	(1,1) (7,2) 
18th-largest	(1,1) (0,1) 
18°	(2,1) 
18–27	(7,1) 
18–65	(1,1) 
19	(1,10) (0,1) (2,13) (6,1) (7,2) (4,1) (9,1) (5,2) 
19%	(1,4) (2,4) (0,1) (7,1) (3,2) (9,1) 
190	(1,1) (9,1) (3,1) (7,1) 
1900	(2,5) (1,6) (9,1) 
1900s	(0,1) (1,2) (2,1) 
1901	(1,7) (9,1) (2,2) 
1901–1902	(2,1) 
1901–1954	(1,1) 
1902	(1,3) (2,4) 
1902–1903	(5,1) 
1902–1925	(2,1) 
1902–1959	(2,1) 
1903	(1,6) (2,5) 
1903447	(2,1) 
1903–07	(1,1) 
1903–1911	(1,1) 
1904	(1,6) (7,1) (0,2) 
1904–14	(2,1) 
1905	(2,1) (7,1) (4,1) 
1905–1989	(1,1) 
1905–1993	(1,1) 
1906	(1,4) (4,1) (2,2) (7,1) 
1907	(1,3) (2,2) 
1907guatemala	(1,1) 
1908	(2,3) (1,1) (0,2) (4,1) (5,1) 
1908–1935	(5,1) 
1909	(2,2) (1,2) (9,1) 
191	(9,1) (1,1) (2,2) (3,1) 
191%	(1,1) 
1910	(1,8) (9,1) (2,4) (0,1) 
1910s	(1,1) 
1910safter	(1,1) 
1910–1920	(1,2) 
1910–1940	(2,1) 
1910–20	(1,1) 
1910–26	(2,1) 
1911	(2,6) (1,8) (0,1) 
1911–15	(1,1) 
1911–1912	(2,1) 
1912	(2,8) (1,2) (0,1) 
1912–1930	(0,1) 
1913	(0,1) (1,6) (2,2) 
1914	(1,5) (2,3) (4,1) (7,1) 
1914–1918	(2,1) (4,1) (3,1) 
1914–1922	(2,1) 
1915	(1,8) (2,2) 
1915in	(3,1) 
1916	(1,4) (7,1) (2,5) (0,2) 
1916after	(2,1) 
1916–1971	(2,1) 
1917	(2,4) (1,11) (7,4) (0,1) (4,1) 
1917uruguays	(1,1) 
1917–1919	(2,1) 
1918	(7,1) (1,2) (2,2) 
1918argentine	(0,1) 
1919	(1,4) (9,1) (4,1) 
1919-1993	(2,1) 
1919–1922	(2,2) 
1919–23	(2,1) 
192%	(1,1) (7,1) 
1920	(4,1) (1,8) (0,3) (2,2) 
19200	(1,1) 
1920guatemala	(1,1) 
1920s	(3,1) (6,2) (2,4) (0,2) (1,3) 
1920–1946	(1,1) 
1920–1948	(2,1) 
1920–2000	(1,1) 
1920–2009	(1,1) 
1920–24	(1,1) 
1921	(1,9) (2,3) (4,2) 
1921–1922	(7,1) 
1922	(7,1) (1,5) (3,3) (2,2) 
19224	(2,1) 
1923	(3,1) (1,2) (5,1) (9,2) (2,2) 
19233	(1,1) 
1924	(2,2) (1,3) (7,1) (6,2) 
1924–28	(1,1) 
1924–29	(2,1) 
1925	(1,3) (6,1) 
1925the	(4,1) 
1926	(4,1) (2,1) (1,2) 
1927	(2,4) (6,1) (9,1) (1,2) 
1928	(1,2) 
1928–29	(2,1) 
1929	(2,3) (7,1) (1,6) 
1929–1934	(1,1) 
193	(7,1) (4,1) (2,1) 
193%	(2,1) 
1930	(7,1) (2,2) (3,2) (1,5) (0,3) 
1930if	(3,1) 
1930s	(3,1) (4,1) (2,4) (1,9) (7,3) (0,5) (5,1) 
1931	(1,7) (4,3) (3,1) (6,1) (2,2) (9,5) 
1931–1944	(1,1) 
1932	(1,4) (3,1) (2,3) (9,2) (6,2) 
19327	(0,1) 
1932–1933	(7,1) 
1932–1935	(1,1) 
1932–52	(6,1) 
1933	(3,1) (2,7) (9,1) (1,2) 
1933–1940	(2,2) 
1934	(2,2) (1,3) (4,1) (9,1) 
1934–40	(1,1) 
1935	(2,4) (3,2) (1,3) (5,2) 
1935–1936	(2,1) 
1935–1945	(5,1) 
1936	(2,5) (1,3) (9,4) 
1936–39	(2,1) 
1937	(2,3) (3,1) (6,1) (9,1) (1,1) 
1937–1945	(2,1) 
1938	(2,1) (1,6) (3,2) 
1939	(1,10) (7,1) (2,3) (4,2) (9,1) 
1939on	(2,1) 
1939–1945	(4,1) 
194	(1,1) 
1940	(1,4) (2,12) (3,1) 
1940-1943	(1,1) 
1940s	(1,6) (4,1) (0,1) (3,1) (2,2) 
1940sgreece	(2,1) 
1940–1946	(1,1) 
1940–1987	(1,1) 
1940–46	(1,1) 
1941	(2,3) (7,2) (5,1) (1,5) (3,1) (9,1) 
1941–1942	(2,1) 
1941–1945	(7,1) 
1942	(4,1) (1,6) (3,1) (2,1) 
1942–1943	(7,1) 
1943	(7,1) (1,5) (5,1) (0,1) 
1943-1945	(1,1) 
1944	(1,7) (7,1) (2,6) (4,2) (0,1) 
1944–1945	(7,1) 
1944–1954	(1,1) 
1945	(1,7) (2,3) (3,2) (5,2) (7,2) (6,2) (0,2) 
1945–1948	(5,1) 
1946	(1,10) (2,2) (0,3) 
1946–1947	(7,1) 
1946–1955	(0,1) 
1947	(0,2) (2,17) (5,1) (1,8) 
1948	(1,5) (2,22) (0,1) (5,1) (4,1) 
1948–1958	(5,1) 
1948–1990	(2,1) 
1949	(2,24) (1,4) (4,1) 
195	(2,2) 
1950	(2,11) (1,9) (0,2) (3,4) (5,1) (6,2) 
19500	(1,1) 
1950s	(1,15) (3,3) (2,11) (9,1) (0,1) (6,1) (4,2) 
1950sthe	(2,1) 
1950–1960s	(1,1) 
1950–1976	(1,1) 
1950–1980	(1,1) 
1950—when	(2,1) 
1951	(2,7) (1,2) (0,2) 
1952	(2,8) (1,8) (0,1) (6,1) (5,1) 
1953	(2,4) (0,3) (7,1) (1,1) (6,1) 
195365	(9,1) 
1953–1999	(5,1) 
1954	(3,2) (2,2) (1,3) 
1954–1996	(1,1) 
1955	(1,2) (2,4) (9,1) (0,4) 
1955as	(1,1) 
1955perón	(0,1) 
1956	(1,2) (2,5) (3,1) (4,1) 
1956–1960	(1,1) 
1957	(2,6) (0,1) (1,1) (4,1) (7,3) 
1957–58	(2,1) 
1958	(0,1) (6,1) (2,9) (1,2) (5,2) (7,1) 
1958–65	(1,1) 
1959	(1,2) (2,19) (6,1) (5,1) (9,1) 
1959–1964	(5,1) 
1959–present	(2,1) 
195–122700	(7,1) 
196%	(1,1) (2,1) 
1960	(2,17) (7,1) (1,7) (3,2) (5,3) 
1960s	(1,24) (7,2) (6,1) (2,15) (5,1) (3,6) (9,3) (4,3) 
1960–2010	(0,1) 
1961	(0,1) (4,1) (2,15) (7,2) (1,2) (3,1) 
1961according	(2,1) 
1961–1965	(2,1) 
1961–1974	(2,2) 
1961–68	(7,1) 
1962	(2,12) (4,1) (6,1) (1,4) (9,1) (5,1) 
1963	(2,7) (0,1) (1,7) (7,1) (3,3) 
1964	(3,3) (2,9) (1,6) (7,1) (6,1) (9,1) 
1964–1969	(5,1) 
1965	(1,2) (2,5) (4,2) (7,2) 
1965boxing	(1,1) 
1966	(0,1) (2,10) (1,2) (5,1) (7,1) 
1967	(2,19) (6,1) (1,8) (3,2) 
1967–1970	(2,1) 
1967–1974	(2,1) 
1968	(2,6) (1,7) (5,1) (3,1) (7,1) 
19685	(0,1) 
1968–1975	(2,1) 
1969	(2,1) (1,2) (4,1) (5,1) (0,3) (7,1) 
1969–1974	(5,1) 
197	(2,1) 
197%	(3,1) 
1970	(3,3) (2,12) (4,1) (6,1) (1,7) (5,1) (0,1) (9,1) (7,1) 
1970s	(1,16) (2,22) (3,2) (6,3) (4,1) (9,1) (0,1) (5,2) (7,2) 
1970sin	(9,1) 
1970snigerias	(2,1) 
1970sslowly	(3,1) 
1971	(2,13) (4,1) (6,1) (1,4) (0,1) (7,1) 
19710	(2,1) 
1971–1978	(1,1) 
1971–2000	(2,1) 
1972	(2,7) (1,6) (3,1) (0,1) (6,2) 
1972550	(1,2) 
1972–1981	(2,1) 
1972–79	(1,1) 
1973	(1,12) (2,10) (0,7) (6,7) (5,2) 
1973from	(1,1) 
1973–1976	(0,1) 
1973–1985	(1,1) 
1973–1990	(6,1) 
1973–may	(2,1) 
1974	(2,17) (1,1) (0,6) 
1974there	(3,1) 
1974–75	(2,1) 
1975	(2,17) (0,1) (9,3) (1,6) 
1975portugal	(2,1) 
1976	(2,15) (6,1) (5,2) (1,7) (4,3) (9,2) (0,4) 
1976–1992	(1,1) 
1977	(1,1) (2,4) (4,1) (9,3) (0,2) 
1977–78	(2,1) 
1978	(2,16) (1,6) (3,1) (6,1) (9,8) 
19789	(3,1) 
1979	(3,1) (2,17) (1,9) (6,2) (0,1) (7,1) 
1979–1992	(1,1) 
1980	(1,19) (2,9) (4,2) (6,3) (0,1) (7,1) 
1980s	(1,13) (2,19) (5,6) (3,3) (4,1) (7,2) (6,2) (9,2) 
1980–2006	(1,1) 
1980–90s	(1,1) 
1981	(2,14) (1,4) (9,1) (6,1) (0,1) 
1982	(0,1) (2,8) (1,12) (5,1) (4,8) (6,1) (9,2) 
1982–85	(1,1) 
1982–87	(1,1) 
1983	(2,11) (0,5) (5,2) (1,4) (9,1) 
1983–85	(2,1) 
1983–88	(6,1) 
1984	(6,1) (1,6) (0,1) (2,5) (4,1) 
1984–present	(1,1) 
1985	(1,10) (0,1) (2,10) (4,1) (3,2) (7,1) 
1985–1990	(2,1) 
1985–89	(1,1) 
1986	(2,7) (1,8) (9,1) 
19862	(2,1) 
1986australia	(1,1) 
1986by	(2,1) 
1987	(2,9) (0,1) (1,5) (6,1) 
1988	(1,8) (2,7) (6,6) (4,2) (5,1) (3,4) (7,2) 
1989	(1,5) (0,1) (2,8) (5,3) (4,2) (6,4) (3,1) 
1989despite	(2,1) 
1989sub-saharan	(1,1) 
1989–1993	(5,1) 
1989–1994the	(1,1) 
1989–91	(2,1) 
199	(1,1) (2,1) 
1990	(2,17) (5,2) (4,4) (0,3) (1,8) (6,5) (9,1) 
1990-91	(2,1) 
1990from	(2,1) 
1990s	(2,29) (7,3) (1,15) (5,4) (4,3) (0,1) (9,2) (3,1) 
1990sduring	(2,1) 
1990sthe	(1,1) 
1990–2000	(2,1) 
1990–95	(2,1) 
1991	(2,23) (0,4) (1,9) (7,6) (8,1) 
1991the	(1,1) 
1991–2001	(2,1) 
1992	(2,20) (1,15) (7,1) (5,2) (3,2) (9,1) (6,1) 
1992challenges	(2,1) 
1992–2001	(1,1) 
1992–2019	(1,1) 
1993	(1,8) (6,1) (2,17) (7,3) (4,1) (5,2) 
1993–1994	(5,1) 
1994	(5,2) (4,1) (2,15) (1,12) (6,2) (0,2) (3,2) 
1994bolivian	(1,1) 
1994–1999	(5,1) 
1995	(5,1) (1,12) (2,11) (4,1) (0,2) (6,2) (3,1) 
1995000	(2,1) 
1995the	(2,1) 
1996	(2,15) (1,11) (5,1) (0,1) (9,2) 
1996–2000	(1,2) 
1997	(1,9) (2,5) (5,1) (4,2) (3,1) 
1997the	(1,1) 
1997–2002	(1,1) 
1998	(1,12) (5,3) (2,12) (0,1) (6,1) (7,1) (3,1) 
1998the	(3,1) 
1999	(6,3) (1,19) (9,1) (2,21) (5,8) (0,2) (7,1) (4,1) 
1999–present	(5,1) (2,1) 
19th	(2,40) (1,57) (6,7) (3,8) (9,8) (0,4) (5,7) (4,1) (7,4) 
19th-best	(2,1) 
19th-century	(2,1) (3,1) (6,1) (1,4) (7,3) (5,1) 
19°	(2,2) (9,1) (7,1) (1,1) 
19–21	(2,1) 
1st	(2,9) (1,2) (9,1) 
1°c	(1,1) 
1–0	(2,1) 
1–11	(2,1) 
1–12	(7,1) 
1–26	(1,1) 
1–5	(1,1) 
1–6	(2,2) 
1⁄4	(1,1) 
2	(1,15) (2,21) (6,1) (3,2) (0,4) (7,2) (4,1) (9,3) 
2%	(9,1) (6,1) (1,12) (2,8) (3,1) (5,3) 
2%according	(2,1) 
2+1⁄8	(2,1) 
20	(2,27) (1,28) (9,1) (0,3) (6,3) (3,4) (5,1) (7,1) (4,3) 
20%	(2,19) (3,1) (0,2) (1,13) (9,1) (6,1) (5,2) (7,1) 
200	(1,4) (2,10) (0,1) (3,1) (9,1) (4,1) (5,2) 
2000	(2,33) (1,34) (3,1) (0,3) (9,2) (6,3) (5,4) (4,1) (7,2) 
20000	(1,4) (2,3) 
200000	(2,9) (3,1) (1,6) (9,2) (0,2) (4,1) (5,2) 
2000000	(1,1) (4,1) 
20000000	(2,1) 
20000–25000	(7,1) 
2000s	(7,1) (4,1) (1,7) (2,11) (9,2) (5,2) 
2000the	(1,1) (2,1) 
2000–2005	(2,1) 
2000–500	(2,1) 
2001	(2,26) (4,3) (1,26) (9,2) (0,3) (5,2) 
2001between	(2,1) 
2001since	(2,1) 
2001–02	(0,1) 
2001–2006	(2,1) 
2001–2012	(1,1) 
2002	(2,34) (7,1) (1,12) (3,3) (9,4) (6,5) (0,5) (5,7) 
2002–2005	(1,1) 
2002–2010	(1,1) 
2003	(1,14) (2,31) (9,1) (6,4) (5,4) (0,1) 
2003in	(4,1) 
2003–2008	(5,1) 
2004	(5,2) (0,1) (2,25) (1,21) (7,2) (3,1) (9,2) (6,6) 
2004as	(2,1) 
2004–2008	(1,1) 
2005	(1,30) (6,11) (0,1) (5,2) (2,33) (3,5) (7,1) (9,2) 
20058	(1,1) 
2005at	(3,1) 
2005china	(2,1) 
2005the	(0,1) (1,1) 
2005–2019	(1,1) 
2006	(1,39) (0,2) (3,2) (6,9) (2,39) (5,5) (9,1) 
2006alexander	(7,1) 
2006castile	(9,1) 
2006china	(2,1) 
2006in	(1,1) 
2006–07	(1,1) 
2006–2007	(3,1) 
2006–2011	(2,1) 
2006–2019	(1,1) 
2007	(1,26) (2,32) (9,2) (0,5) (6,6) (5,4) (3,4) (4,1) (7,1) 
2007–08	(2,1) (1,1) 
2007–2008	(2,4) (6,2) 
2007–2009	(2,1) (1,1) 
2008	(1,45) (2,46) (0,3) (9,8) (5,7) (6,3) (3,3) (4,1) (7,6) 
2008starting	(1,1) 
2008the	(2,1) 
2008–09	(2,2) 
2008–16	(9,1) 
2008–2009	(2,2) (3,1) (1,1) 
2008–2014	(1,1) 
2009	(1,42) (2,48) (9,1) (0,6) (5,3) (7,2) (3,3) (6,6) 
2009in	(1,1) 
2009twelve	(2,1) 
2009–2010	(3,1) (2,1) 
201	(2,3) (1,1) 
2010	(1,53) (2,72) (9,6) (5,2) (0,11) (3,6) (7,4) (6,9) (4,1) 
201000	(1,1) 
2010according	(1,1) 
2010china	(2,1) 
2010construction	(1,1) 
2010following	(2,1) 
2010in	(2,1) 
2010mexico	(1,1) 
2010s	(1,3) (2,4) (5,3) (0,1) 
2010sin	(2,1) 
2010–14	(2,1) 
2010–2014	(6,1) 
2010–2018	(2,1) 
2011	(2,82) (6,5) (1,23) (4,2) (9,6) (7,2) (5,4) (3,1) (0,7) 
2011on	(0,1) 
2011the	(2,1) 
2011–12	(9,1) 
2011–14	(2,1) 
2011–16	(2,1) 
2011–2012	(2,1) (1,1) 
2011–2016	(2,1) (5,1) 
2012	(5,4) (1,34) (6,9) (2,65) (0,6) (9,1) (7,2) (3,2) 
2012afro-bolivians	(1,1) 
2012in	(1,1) 
2012italy	(1,1) 
2012the	(1,1) 
2012–2013	(2,1) 
2013	(2,59) (1,26) (5,15) (6,7) (3,3) (0,8) (7,1) (9,1) 
2013after	(2,1) 
2013by	(5,1) 
2013general	(7,1) 
2013in	(2,1) 
2014	(2,56) (1,29) (6,2) (4,1) (7,7) (3,4) (5,9) (9,4) (0,4) 
2014epidemic	(2,1) 
2014–present	(5,1) 
2015	(5,8) (2,79) (4,4) (1,32) (6,5) (3,3) (0,5) (9,4) 
2015-present	(1,1) 
2015life	(1,1) 
2015–16	(2,1) 
2016	(2,67) (1,26) (5,12) (4,6) (6,2) (0,3) (7,1) (9,1) (3,5) 
2016in	(1,2) (2,1) 
2016notable	(2,1) 
2016–17	(2,1) (1,1) 
2016–2017	(1,1) (2,1) 
2016–2018	(2,1) 
2016–2020	(1,1) 
2017	(1,39) (2,72) (5,17) (4,2) (6,8) (7,2) (0,5) (3,2) (9,5) 
2017/18	(2,1) 
2017as	(2,1) 
2017nigeria	(2,1) 
2017–2020	(2,1) 
2017–21	(1,1) 
2018	(1,44) (2,63) (5,4) (6,4) (4,2) (0,1) (7,4) (9,6) (3,6) 
2018brazils	(3,1) 
2018russias	(7,1) 
2018–19	(2,1) (1,1) 
2018–2019	(1,1) 
2018–2020	(2,3) 
2018–2022in	(6,1) 
2019	(6,4) (2,67) (1,62) (7,11) (5,4) (4,2) (3,10) (0,4) (9,4) 
2019<!old	(2,1) 
2019among	(3,1) 
2019as	(2,1) 
2019before	(2,1) 
2019bolivia	(1,1) 
2019boliviana	(1,1) 
2019in	(5,1) 
2019ketura	(2,1) 
2019the	(2,1) 
2019when	(2,1) 
2019–20	(6,1) 
2019–2020	(1,2) 
2019–present	(1,1) 
202	(6,1) (2,1) (3,1) (1,1) 
202%	(2,1) 
2020	(2,73) (1,49) (6,5) (7,5) (9,5) (3,2) (4,2) (0,2) (5,3) 
2020a	(2,1) 
2020b	(2,1) 
2020in	(2,2) 
2020portugal	(2,1) 
2020s	(2,1) (3,1) 
2020the	(1,1) 
2020–present	(1,1) 
2021	(1,49) (2,99) (6,6) (7,7) (9,4) (3,10) (5,1) (4,18) (0,3) 
2021-2022	(2,1) 
2021/22	(2,1) 
2021china	(2,1) 
2021in	(2,1) 
2021on	(6,1) 
2021since	(7,1) 
2021the	(2,2) 
2021—equivalent	(2,1) 
2022	(2,109) (7,13) (1,29) (6,3) (0,1) (9,3) (3,5) (5,2) (4,2) 
2022as	(2,1) 
2022historically	(7,1) 
2022in	(7,1) 
2022the	(2,1) (1,1) 
2022–2023	(2,1) 
2022–23	(2,1) 
2023	(2,42) (1,18) (7,3) (6,1) (0,5) (9,2) (3,2) (4,6) 
2023higher	(9,1) 
2023informal	(2,1) 
2023the	(1,1) (2,1) 
2023with	(1,1) 
2024	(1,1) (0,1) 
2025	(2,6) 
2026	(2,4) (1,1) (4,1) 
2027	(2,2) (4,1) 
2028	(2,1) 
2028muslims	(2,1) 
2029	(2,1) 
2029brazil	(3,1) 
203	(1,2) 
203%	(0,1) 
2030	(3,1) (2,12) (9,1) 
203000	(2,1) 
2030from	(1,1) 
2031	(2,1) 
2032	(1,1) 
2035	(2,1) 
204	(2,1) (1,2) 
204389	(1,1) 
2045	(2,2) 
205	(9,1) 
205%	(1,1) (2,1) (6,1) 
2050	(6,1) (9,1) (2,4) (1,2) (3,1) 
2050the	(1,1) 
20560	(1,1) 
206	(2,1) 
206%	(2,1) 
2060	(2,3) (3,1) 
20600	(1,1) 
20653	(2,1) 
2068	(2,1) 
207	(1,1) 
207%	(2,1) (3,1) 
20770	(2,1) 
208	(9,1) 
2080	(2,1) (6,1) 
209	(2,1) 
209%	(1,1) 
2094	(2,1) 
20s	(4,1) 
20th	(4,6) (2,35) (1,57) (0,7) (9,7) (7,7) (3,4) (5,9) (6,5) 
20th-century	(6,1) (2,2) (1,3) (7,2) (9,1) 
20–21%	(7,1) 
21	(7,2) (1,14) (2,18) (4,2) (6,2) (3,1) (5,1) (9,1) 
21%	(2,5) (0,2) (6,1) (1,3) 
210	(2,1) (9,1) 
2100	(2,3) (1,2) 
21000	(2,3) (5,1) 
210000	(2,1) 
2100000	(9,1) 
2100–1550	(2,1) 
21041	(1,1) 
210567	(6,1) 
211	(3,2) 
211%	(2,2) (1,1) 
211165	(1,1) 
211266	(9,1) 
2112940	(1,1) 
2115	(6,1) 
212	(1,1) (2,1) 
212%	(1,1) 
21201	(1,1) 
21251	(1,1) 
21262	(1,1) 
21289	(6,1) 
213	(1,1) (8,1) 
213167	(2,1) 
213401323	(2,1) 
2140	(2,1) 
21411	(3,1) 
21462	(2,1) 
21463	(1,2) 
215	(3,1) 
215%	(1,1) 
215000	(3,1) 
2154%	(2,1) 
216%	(3,1) 
2168071	(2,1) 
217	(2,2) (6,1) 
217%	(2,1) (1,1) 
2171%	(2,1) 
2172	(6,1) 
2172527	(1,1) 
21748	(2,1) 
218	(0,1) 
21885	(1,1) 
219	(2,1) (1,1) 
219%	(1,2) 
2193	(2,1) 
219–222	(2,1) 
21st	(1,9) (7,4) (6,1) (2,11) (0,1) (5,2) 
21st-largest	(1,1) (7,1) 
22	(7,2) (2,12) (1,11) (4,1) (6,1) (0,4) (5,2) (3,1) 
22%	(2,7) (1,5) (0,1) (3,1) 
220	(2,2) 
2200	(7,1) (2,1) 
22000	(2,2) (5,1) 
220000	(1,1) 
2200000	(1,1) 
22056	(3,1) 
22072	(2,1) 
220s	(1,1) 
221	(2,3) 
22117	(2,1) 
2213	(5,1) 
221350	(2,1) 
221–206	(2,1) 
222%	(3,1) 
22205	(2,1) 
22257	(1,1) 
2228	(1,1) 
223	(4,1) 
223%	(2,2) 
223000	(1,1) (2,1) 
2231	(3,1) 
2239446	(1,1) 
224	(2,1) 
224000	(2,1) 
224268	(2,1) 
225	(2,1) 
225%	(1,3) 
2250	(2,1) 
2252653	(2,1) 
226	(2,2) 
227	(2,1) 
227481	(1,1) 
22831	(0,1) 
229	(2,1) (4,1) 
2295	(0,1) 
229500	(2,1) 
22970	(0,1) 
22nd	(1,2) (6,2) 
22–23	(2,1) 
22–24	(2,1) 
23	(2,18) (0,2) (3,1) (4,3) (1,10) (9,1) (5,3) (7,1) 
23%	(2,4) (0,1) (9,1) (1,3) (5,2) 
23-point	(1,1) 
230	(1,1) (2,4) (0,1) (4,1) 
230%	(2,1) 
2300	(1,1) (2,2) (6,1) 
230000	(3,1) (1,1) 
230gj	(6,1) 
231	(2,1) 
2312	(2,1) 
231374	(0,1) 
2317	(1,1) 
232	(1,2) 
2320	(2,1) 
23232	(1,1) 
233	(1,1) 
2334	(2,1) 
2337	(1,1) 
233900	(2,1) 
23396	(7,1) 
234%	(2,1) 
2349	(2,1) 
235	(1,3) 
235/sq	(9,1) 
235000	(4,1) (2,1) 
2351	(2,1) 
236000	(3,1) 
2365	(1,1) 
237	(2,1) 
237890	(4,1) 
238%	(1,1) (0,1) 
2381	(2,1) 
2382399	(1,1) 
2387133	(1,1) 
2395	(2,1) 
239600	(1,1) 
23rd	(2,2) 
23–24	(2,2) 
24	(2,19) (1,22) (0,1) (4,1) (7,2) (5,2) (6,3) 
24%	(2,11) (1,2) (3,1) 
240	(1,3) (6,1) (2,1) 
240%	(0,1) 
2400	(4,1) (1,2) 
24000	(1,2) 
241	(2,1) 
2413	(6,1) 
2419	(2,1) 
242	(2,2) 
242%	(1,1) 
243	(2,1) 
243042	(4,1) 
244	(1,1) (7,1) 
244%	(1,2) 
245	(2,1) 
2450	(1,1) 
2450000	(2,1) 
246	(2,1) (7,1) 
2460	(2,1) 
2461	(2,1) 
246772	(2,1) 
247%	(1,1) 
247090	(2,1) 
248%	(0,1) (1,1) 
24th	(1,2) (2,4) (0,1) 
24th-highest	(2,1) 
24th-largest	(1,1) (3,1) 
24°	(2,1) 
24°n	(2,1) 
25	(2,34) (3,1) (1,25) (4,5) (0,5) (6,1) (7,2) (9,1) (5,2) 
25%	(2,11) (3,3) (1,4) (6,3) (7,1) 
25%the	(1,1) 
25-year	(2,1) 
250	(5,1) (2,4) (1,6) (6,1) 
250-kilometer	(6,1) 
2500	(6,1) (3,1) (2,2) (7,2) (1,3) 
25000	(1,5) (2,4) (5,1) (0,1) 
25000-person	(6,1) 
250000	(2,5) (1,5) 
2500000	(0,1) (1,1) 
25000000	(1,1) 
2500–1900	(2,1) 
250257	(1,1) 
251	(6,1) 
251%	(1,1) (3,1) 
2513	(1,1) 
2515	(2,1) 
252	(1,1) 
252200	(5,1) 
253	(2,1) 
253%	(1,1) 
254	(4,1) 
254000	(5,1) 
255	(1,1) 
25500	(1,1) 
255000	(1,1) 
256	(2,1) 
256%	(0,1) 
256370	(1,1) 
2564	(4,1) 
257	(0,1) 
258	(1,2) 
259	(9,1) 
259%	(1,1) 
2595	(1,1) 
259646	(6,1) 
25th	(1,2) 
25–54	(2,1) 
25–64	(2,2) 
25′	(2,1) 
26	(2,11) (6,2) (1,13) (7,1) (0,1) (4,1) (3,2) (5,2) 
26%	(6,1) (2,5) (5,2) 
260	(2,2) (0,1) 
2600	(3,1) (1,1) 
26000	(1,2) (2,1) 
260000	(2,2) 
26098	(2,1) 
262	(1,2) 
262%	(6,1) 
2625	(5,2) 
263	(2,1) 
263%	(2,1) 
2634	(2,1) 
2637	(2,1) 
264	(4,1) (1,1) 
265	(4,1) (2,1) (1,1) 
266	(7,1) (9,1) 
2660	(2,1) 
26654	(1,1) 
